name,email,phone,company,website,city,country_code,address,review_count,review_score,segment,source,niche,place_id,instagram,facebook,linkedin
Apart hotel en Santiago centro - One-Bedroom Apartment With ,,,Apart hotel en Santiago centro - One-Bedroom Apartment With Balcony And City View,https://br.bluepillow.com/search/68e3dc4ef93025efadaadeb0?dest=nuit&cat=Apartment&lat=-33.43726&lng=-70.65537&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Santiago Centro Departamentos Amoblados,,+56 9 3624 0894,Santiago Centro Departamentos Amoblados,https://wubook.net/neb/bk/?ep=2c63c82c,Santiago,CL,,1,5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Espacio Arte Yungay,,+56 2 3227 3584,Espacio Arte Yungay,https://www.facebook.com/EspacioAYungay/,Santiago,CL,,162,4.6,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Happy House Hostel,,+56 2 2688 4849,Happy House Hostel,https://happyhousehostel.com/inicio/,Santiago,CL,,398,4.2,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
NR Apart Tocornal,,+56 9 9744 9549,NR Apart Tocornal,https://www.nrapart.cl/,Santiago,CL,,1,1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
NR Apart San Diego,,+56 9 9744 9549,NR Apart San Diego,https://www.nrapart.cl/,Santiago,CL,,2,5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Personal Aparts Bellas Artes,contacto@personalaparts.cl,+56 2 2664 2389,Personal Aparts Bellas Artes,http://www.personalaparts.cl/,Santiago,CL,,197,3.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Sommelier,,+56 2 3335 1103,Hotel Sommelier,http://hotelsommelier.cl/,Santiago,CL,,713,4.2,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Infractor Films,info@infractor.cl,,Infractor Films,http://www.infractor.cl/,Santiago,CL,,29,3.4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Landay Hostel,,+56 2 2671 0300,Landay Hostel,https://www.landay.cl/,Santiago,CL,,417,3.7,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
LOFT Hotel by Sommelier Hoteles,,+56 9 8693 5451,LOFT Hotel by Sommelier Hoteles,https://hotelloft.cl/,Santiago,CL,,164,4.2,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
ArriendosDiarios.cl Hospedaje o Alojamiento Departamentos Am,consultas@arriendosdiarios.cl,+56 9 6848 4739,ArriendosDiarios.cl Hospedaje o Alojamiento Departamentos Amoblados Santiago Centro,https://arriendosdiarios.cl/,Santiago,CL,,28,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel las Vegas termas del flaco,,+56 9 9897 2252,Hotel las Vegas termas del flaco,http://www.vegasdelflaco.cl/contacto.php,Santiago,CL,,3,4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
A&G Apart Hotel,,,A&G Apart Hotel,https://www.decolar.com/hoteis/h-6224920,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel La Noche,info.mtldos@gmail.com,+56 2 2635 2837,Motel La Noche,http://www.motellanoche.cl/,Santiago,CL,,13,3.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Infinity Park Santiago,contacto@infinityparkhotel.com,+56 9 4233 9407,Hotel Infinity Park Santiago,http://www.infinityparkhotel.com/,Santiago,CL,,82,3.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Voilà Londres,contacto@hotelvoila.cl,+56 9 3270 8026,Hotel Voilà Londres,https://www.hotelvoila.cl/,Santiago,CL,,498,3.9,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Plaza Cordillera | Motel en Santiago Centro,,+56 9 3199 7323,Motel Plaza Cordillera | Motel en Santiago Centro,https://www.motelplazacordillera.cl/,Santiago,CL,,45,4.4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Prisma LGBTI,,+56 9 6746 2114,Hotel Prisma LGBTI,https://www.instagram.com/hotel.prisma?igsh=YW5lcTZqdW9paG1o,Santiago,CL,,10,3.9,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Departamentos Amoblados PAZ,mpriveros@live.cl,+56 9 9843 7268,Departamentos Amoblados PAZ,https://www.facebook.com/RentaDepartamentosAmoblados/#,Santiago,CL,,70,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
San Martín - One-Bedroom Apartment,,,San Martín - One-Bedroom Apartment,https://br.bluepillow.com/search/68e3dd8cf93025efadad1737?dest=nuit&cat=Apartment&lat=-33.44019&lng=-70.65786&language=pt,Santiago,CL,,8,4.75,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Ex Hotel Crillón .,,,Ex Hotel Crillón .,https://es.m.wikipedia.org/wiki/Edificio_Crill%C3%B3n_(Santiago_de_Chile),Santiago,CL,,6,4.7,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
San Martín - One-Bedroom Apartment,,,San Martín - One-Bedroom Apartment,https://www.freecancellations.com/search/F2cjQQEBFiAHV1BVXlkEEggLD0pgQlZF?lat=-33.44019&lng=-70.65786&language=de,Santiago,CL,,8,4.75,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
"Hogar Universitario Paulina Starr, de la Universidad de Chil",,,"Hogar Universitario Paulina Starr, de la Universidad de Chile",http://www.uchile.cl/dbe/hogares,Santiago,CL,,15,4.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel 198,,+56 2 2665 2646,Hotel 198,http://www.hotel198chile.com/,Santiago,CL,,610,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Elegante cercano Universidad Catolica - One-Bedroom Apartmen,,,Elegante cercano Universidad Catolica - One-Bedroom Apartment,https://br.bluepillow.com/search/68e3de34f93025efadae45de?dest=nuit&cat=Apartment&lat=-33.44242&lng=-70.64266&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
NR Apart HUERFANOS - BELLAS ARTES,,+56 9 9744 9549,NR Apart HUERFANOS - BELLAS ARTES,https://www.nrapart.cl/,Santiago,CL,,5,4.2,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Midas apart hotel - Two-Bedroom Apartment,,,Midas apart hotel - Two-Bedroom Apartment,https://br.bluepillow.com/search/65caad48671b07d23c6edfc0?dest=bkng&cat=House&lat=-33.44033&lng=-70.65678&language=pt,Santiago,CL,,8,4.75,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Santiago Apartamentos Centro,,+56 9 5410 2952,Santiago Apartamentos Centro,http://www.santiago-apartamentos.com/,Santiago,CL,,113,3.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Sociedad Hotel Primavera Ltda.,,+56 2 2699 3586,Sociedad Hotel Primavera Ltda.,http://www.hotelprimavera.cl/,Santiago,CL,,24,3.5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Uñantum,,+56 9 9950 2421,Motel Uñantum,http://www.xn--moteluantum-6db.cl/,Santiago,CL,,107,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Mosqueto,,+56 2 2639 8456,Hotel Mosqueto,http://www.hotelmosqueto.cl/,Santiago,CL,,738,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hostal Héroes,,,Hostal Héroes,https://hostal-heroes.jimdosite.com/,Santiago,CL,,35,5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
A&G Apart Hotel,partners@vio.com,,A&G Apart Hotel,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D7333634%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
A&G Apart Hotel,affiliate@vio.com,,A&G Apart Hotel,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D7333634%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Apart hotel Santiago-centro,,+56 9 3618 1556,Apart hotel Santiago-centro,http://www.aparthotelsantiagocentro.cl/,Santiago,CL,,4,5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Centro Médico Ecomed,info@eco-med.cl,+56 9 6229 9667,Centro Médico Ecomed,https://www.eco-med.cl/,Santiago,CL,,1334,4.9,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Pedro Montt,,+56 2 3366 0015,Motel Pedro Montt,https://www.motelpedromontt.cl/,Santiago,CL,,5,5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Catedral,,+56 2 3347 5606,Motel Catedral,http://www.hotelcatedral.cl/,Santiago,CL,,746,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Echaurren 316,,+56 9 3486 2046,Motel Echaurren 316,http://www.hotelechaurren.cl/,Santiago,CL,,1086,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Apart Hotel Cochrane,,,Apart Hotel Cochrane,https://br.bluepillow.com/search/67a24178905c444f2d0af12b?dest=ago&cat=Vacation+rental+(other)&lat=-33.44749&lng=-70.65451&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Amoblados Chilerent,,+56 9 6348 0439,Amoblados Chilerent,http://www.amobladoschilerent.cl/,Santiago,CL,,16,4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Lindisimo departamento en el centro de Santiago Cercano a Pa,,,Lindisimo departamento en el centro de Santiago Cercano a Parque O Higgins,https://www.booking.com/hotel/cl/lindisimo-departamento-en-el-centro-de-santiago-cercano-a-parque-o-higgins.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14105283&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14105283_grp-3_gendate-20260503,Santiago,CL,,6,2.9000003,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Palacio Suite Apartamentos,,+56 9 3447 0170,Palacio Suite Apartamentos,https://wa.me/56934470170,Santiago,CL,,1,5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Departamento metro Rondizzoni,,,Departamento metro Rondizzoni,https://www.booking.com/hotel/cl/departamento-metro-rondizzoni.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14537232&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14537232_grp-0_gendate-20260503,Santiago,CL,,28,4.6,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Casa del Maestro,,+56 2 2699 6981,Casa del Maestro,https://www.colegiodeprofesores.cl/casa-del-maestro-santiago/,Santiago,CL,,443,4.5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
"Tribeca Twin Room - 1BR w/ Pool, Wifi, A/C",,+56 9 9682 7779,"Tribeca Twin Room - 1BR w/ Pool, Wifi, A/C",https://tribeca-twin.bedsandhotels.com/,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Apart Hotel Dresden - Standard Studio,,,Apart Hotel Dresden - Standard Studio,https://br.bluepillow.com/search/695e9ed8ac408a6eb70c6510?dest=bkng&cat=Apartment&lat=-33.435&lng=-70.64588&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
LivinnX Santiago - Alojamiento para Estudiantes,info@livinnxsantiago.com,+56 9 3376 7052,LivinnX Santiago - Alojamiento para Estudiantes,https://www.livinnxsantiago.com/,Santiago,CL,,137,3.5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Santa María Express,,+56 9 5811 8579,Santa María Express,https://santamariaexpress.hotelonia.com/,Recoleta,CL,,21,3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Apart Hotel Dresden,,+56 9 7889 6611,Apart Hotel Dresden,http://aparthoteldresden.cl/,Santiago,CL,,2,5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Cielo Azul,info.mtldos@gmail.com,+56 2 2635 2380,Motel Cielo Azul,https://motelcieloazul.cl/,Providencia,CL,,351,3.9,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Luminoso y con AC: vista al Museo Bellas Artes - Apartment,,,Luminoso y con AC: vista al Museo Bellas Artes - Apartment,https://br.bluepillow.com/search/68e3da7ff93025efada77ef1?dest=nuit&cat=Apartment&lat=-33.43574&lng=-70.64417&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Apart Hotel Dresden - Two-Bedroom Deluxe Apartment,,,Apart Hotel Dresden - Two-Bedroom Deluxe Apartment,https://br.bluepillow.com/search/695e9ed8ac408a6eb70c6510/1530114605?dest=bkng&cat=Apartment&lat=-33.435&lng=-70.64588&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Apart Hotel en Centro de Santiago. Casco Historico - One-Bed,,,Apart Hotel en Centro de Santiago. Casco Historico - One-Bedroom Apartment,https://br.bluepillow.com/search/65c9cbea671b07d23c66f481?dest=bkng&cat=Apartment&lat=-33.44218&lng=-70.66985&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Palma De Santiago,,+56 9 5721 2723,Palma De Santiago,https://palmadesantiago.cl/,Santiago,CL,,9,5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Bellas Artes Palace,,+56 9 5228 5700,Bellas Artes Palace,http://www.bellasartespalace.cl/,Santiago,CL,,122,3.5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Apart Hotel Dresden - Two-Bedroom Standard Apartment,,,Apart Hotel Dresden - Two-Bedroom Standard Apartment,https://br.bluepillow.com/search/695e9ed8ac408a6eb70c6510/1530114604?dest=bkng&cat=Apartment&lat=-33.435&lng=-70.64588&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Apart Hotel Dresden - Two-Bedroom Studio Apartment,,,Apart Hotel Dresden - Two-Bedroom Studio Apartment,https://br.bluepillow.com/search/695e9ed8ac408a6eb70c6510/1530114603?dest=bkng&cat=Apartment&lat=-33.435&lng=-70.64588&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Departamento Santiago centro frente Club Hípico y Movistar A,,,Departamento Santiago centro frente Club Hípico y Movistar Arena,https://tripingguide.com/view-hotel?hotel=departamento-santiago-centro-frente-club-hipico-y-movistar-arena-chile,Santiago,CL,,1,5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Apart Hotel Dresden - Superior One-Bedroom Apartment,,,Apart Hotel Dresden - Superior One-Bedroom Apartment,https://br.bluepillow.com/search/695e9ed8ac408a6eb70c6510/1530114602?dest=bkng&cat=Apartment&lat=-33.435&lng=-70.64588&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Aparthotel santiago - Superior Apartment (1601),,,Aparthotel santiago - Superior Apartment (1601),https://br.bluepillow.com/search/67d16d81a21d9499fe9d53f0?dest=nuit&cat=Apartment&lat=-33.43624&lng=-70.64449&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Ciento Once,,+56 9 5714 8646,Motel Ciento Once,https://hotel111.cl/,Santiago,CL,,273,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Apart hotel santiago,,,Apart hotel santiago,https://www.decolar.com/hoteis/h-4713169,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel La Cascada,,+56 2 2639 3206,Motel La Cascada,http://www.motellacascada.cl/,Santiago,CL,,671,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Elegante departamento en el corazón de Santiago Lastarrias -,,,Elegante departamento en el corazón de Santiago Lastarrias - Apartment,https://www.freecancellations.com/search/F2cjQQEESnEHV1BVXlkEEggLDxZjR1wR?lat=-33.43773&lng=-70.63916&language=de,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Home Bulnes,,+56 9 3028 3992,Home Bulnes,https://direct-book.com/properties/HOMEBulnesdirect,Santiago,CL,,1,5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Central and beautiful apartment,,,Central and beautiful apartment,https://www.booking.com/hotel/cl/central-and-beautiful-apartment.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-13852492&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-13852492_grp-0_gendate-20260503,Santiago,CL,,19,4.4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
De baja DR201 CF,,,De baja DR201 CF,https://www.booking.com/hotel/cl/hom-acogedor-depto-2pax-santiago-cerca-del-museo-bellas-artes.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-13486978&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-13486978_grp-2_gendate-20260503,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Loft 2D2B con Terraza en el Corazon de Santiago - Apartment,,,Loft 2D2B con Terraza en el Corazon de Santiago - Apartment,https://www.freecancellations.com/search/F2cjQQEEHnYHV1BVXlkEEggLDxhpTQBB?lat=-33.43671&lng=-70.64449&language=de,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
NR Apart san Martín,,+56 9 9744 9549,NR Apart san Martín,https://www.nrapart.cl/,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Spacious patrimonial apartment for 7 people. View of the par,,,Spacious patrimonial apartment for 7 people. View of the park. Metro Bellas Artes.,https://www.expedia.com/Hotel.h129137975.Hotel-Information?mdpcid=META.HPA.WEB-ORGANIC.VR,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Bellas Artes,partners@vio.com,,Hotel Bellas Artes,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D17360704%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Bellas Artes,affiliate@vio.com,,Hotel Bellas Artes,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D17360704%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
1 Hab - Centro Cívico Cultural Moneda - One-Bedroom Apartmen,,,1 Hab - Centro Cívico Cultural Moneda - One-Bedroom Apartment,https://br.bluepillow.com/search/68e3da29f93025efada6d038?dest=nuit&cat=Apartment&lat=-33.44796&lng=-70.65418&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Apart Hotel en el centro de Santiagon Centro Historico,,,Apart Hotel en el centro de Santiagon Centro Historico,https://app.your.rentals/p/74636?scid=GGLE&lang=de,Santiago,CL,,8,2.075,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
hotel monte rosa,,+56 2 2515 7777,hotel monte rosa,https://www.hospitaldeltrabajador.cl/,Providencia,CL,,66,3.7,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
#mosqueto103,,+56 9 9596 6898,#mosqueto103,http://www.mosqueto103.com/,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Amoblados Urbano,,+56 9 9131 8444,Amoblados Urbano,http://www.arriendopordiasantiago.cl/,Santiago,CL,,3,2.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hidden Cocktail Room,,+56 2 2838 7005,Hidden Cocktail Room,http://instagram.com/hiddenbar.cl,Santiago,CL,,348,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Lieben,,+56 2 3254 8531,Motel Lieben,http://www.motellieben.cl/,Santiago,CL,,15,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
SKY Sommelier Rooftop,reservas@sommelierboutique.cl,+56 2 3244 1790,SKY Sommelier Rooftop,https://sommelierboutique.cl/menu-es/,Santiago,CL,,1458,4.6,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel la Castellana,,+56 2 2696 8395,Hotel la Castellana,http://www.lacastellanahotel.cl/,Santiago,CL,,170,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Santiago Vintage,,+56 9 8146 5518,Hotel Santiago Vintage,http://www.hotelsantiagovintage.cl/,Santiago,CL,,10,4.5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Serrano Centro,,+56 9 9768 9600,Serrano Centro,http://serranocentro.cl/web/,Santiago,CL,,17,4.2,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Bounce Luggage Storage - Near Constructora Huaquen Limitada,,+44 1422 400776,Bounce Luggage Storage - Near Constructora Huaquen Limitada,https://bounce.com/stores/santiago/nw99MX?utm_campaign=store_gmbs&utm_medium=website_url&utm_source=gmb,Santiago,CL,,136,4.9,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
