name,email,phone,company,website,city,country_code,address,segment,source,niche,place_id
Hotel Olicar,,,Hotel Olicar,,Santiago,CL,Teatinos,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/448352773
Hotel Di Maurier,,,Hotel Di Maurier,,Santiago,CL,Moneda 1510,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/448354413
"Hotel 198 (""Panda"")",,,"Hotel 198 (""Panda"")",,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/448392281
Tulip Inn Presidente Hotel,,,Tulip Inn Presidente Hotel,,Providencia,CL,Eliodoro Yáñez 867,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/448598514
Hotel Montecarlo,,+56 2 6339905,Hotel Montecarlo,,Santiago,CL,Victoria Subercaseaux 209,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/448667709
Hotel Sanoz,,,Hotel Sanoz,,Santiago,CL,Copiapó,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/448682425
Conchita Flores,,,Conchita Flores,,Providencia,CL,Avenida Manuel Montt 526,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/449417814
Mito,,,Mito,,Santiago,CL,Avenida Providencia 139,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/449487861
Motel La Vie’n Rose,,,Motel La Vie’n Rose,,La Cisterna,CL,Avenida Américo Vespucio,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/449553376
Ramdas - Hotelería Clínica,,+56222649493,Ramdas - Hotelería Clínica,,Providencia,CL,Avenida José Miguel Claro 998,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/449960867
Hotel Jotabeche,,,Hotel Jotabeche,,Santiago,CL,Jotabeche,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/449981420
Hotel Metro,,,Hotel Metro,,Santiago,CL,Bascuñán Guerrero,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/450398184
Bellas Artes Hostel,,+56227169432,Bellas Artes Hostel,,Santiago,CL,Antonia López de Bello,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/485740762
City Express by Marriott,,,City Express by Marriott,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/516869301
Hyatt Centric,,,Hyatt Centric,https://lascondessantiago.centric.hyatt.com/es/hotel/home.html,Las Condes,CL,Enrique Foster Norte 30,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/543944858
Hotel Neruda Express,reservas@mrhotel.cl,+56223271200,Hotel Neruda Express,https://www.hotelneruda.cl/,Las Condes,CL,Vecinal 40,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/570033249
Hotel Neruda Express,reservas@mrapart.cl,+56223271200,Hotel Neruda Express,https://www.hotelneruda.cl/,Las Condes,CL,Vecinal 40,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/570033249
Hotel Neruda Express,reservas@mrmarsuites.cl,+56223271200,Hotel Neruda Express,https://www.hotelneruda.cl/,Las Condes,CL,Vecinal 40,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/570033249
Hotel Neruda Express,reservas@mrexpress.cl,+56223271200,Hotel Neruda Express,https://www.hotelneruda.cl/,Las Condes,CL,Vecinal 40,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/570033249
Hotel Neruda Express,eventos@mrhoteles.cl,+56223271200,Hotel Neruda Express,https://www.hotelneruda.cl/,Las Condes,CL,Vecinal 40,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/570033249
Eurohotel,,,Eurohotel,,Providencia,CL,Guardia Vieja 285,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/589548032
Ibis Budget,,,Ibis Budget,,Providencia,CL,Avenida Manuel Montt 240,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/604384335
Hotel Foresta,,,Hotel Foresta,,Santiago,CL,Victoria Subercaseaux 353,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/621762030
ICON Hotel Santiago,,,ICON Hotel Santiago,,Las Condes,CL,Avenida Alonso de Córdova 6050,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/636068450
Vo Hotel Barrio Italia,,,Vo Hotel Barrio Italia,,Providencia,CL,Santa Victoria 0139,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/638106448
Mandarín Oriental Santiago,,+56229501234,Mandarín Oriental Santiago,https://www.mandarinoriental.com/santiago/las-condes/luxury-hotel,Las Condes,CL,Avenida Presidente Kennedy 4601,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/639687669
Ugo Hotel,,,Ugo Hotel,,Providencia,CL,Avenida Holanda 275,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/671637713
Apart Hotel Coronel Pereira,,,Apart Hotel Coronel Pereira,,Las Condes,CL,Coronel Pereira 98,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/697902125
Nest Paris-Londres,contacto@nestrentalapartments.com,,Nest Paris-Londres,https://nestrentalapartments.com/properties/paris-londres/,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/705255872
Salvador Hostal y Café,,,Salvador Hostal y Café,,Providencia,CL,Ricardo Matte Pérez 597,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/712431791
Hotel Cumbres Lastarria,info@hotelescumbres.cl,,Hotel Cumbres Lastarria,https://www.cumbreslastarria.com/,Santiago,CL,José Victorino Lastarria 299,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/727955518
Hotel Cumbres Lastarria,reservas@hotelescumbres.cl,,Hotel Cumbres Lastarria,https://www.cumbreslastarria.com/,Santiago,CL,José Victorino Lastarria 299,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/727955518
Hotel Cumbres Lastarria,infopuertovaras@hotelescumbres.cl,,Hotel Cumbres Lastarria,https://www.cumbreslastarria.com/,Santiago,CL,José Victorino Lastarria 299,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/727955518
The Singular Santiago,carole@thesingular.com,+562 2306 8820,The Singular Santiago,https://www.thesingular.com/santiago/lastarria/default-es.html,Santiago,CL,Merced 294,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/727955522
The Singular Santiago,infosantiago@thesingular.com,+562 2306 8820,The Singular Santiago,https://www.thesingular.com/santiago/lastarria/default-es.html,Santiago,CL,Merced 294,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/727955522
The Singular Santiago,dorellana@thesingular.com,+562 2306 8820,The Singular Santiago,https://www.thesingular.com/santiago/lastarria/default-es.html,Santiago,CL,Merced 294,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/727955522
The Singular Santiago,infopatagonia@thesingular.com,+562 2306 8820,The Singular Santiago,https://www.thesingular.com/santiago/lastarria/default-es.html,Santiago,CL,Merced 294,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/727955522
The Singular Santiago,aherrera@thesingular.com,+562 2306 8820,The Singular Santiago,https://www.thesingular.com/santiago/lastarria/default-es.html,Santiago,CL,Merced 294,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/727955522
Lastarria Santiago Suite,,,Lastarria Santiago Suite,,Santiago,CL,Padre Luis de Valdivia 339,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/729246178
Ismael Hotel,reservas@ismaelhotel.com,+56226167600,Ismael Hotel,https://www.ismaelhotel.com/,Santiago,CL,Ismael Valdés Vergara 312,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/766744737
Ismael Hotel,recepcion@ismaelhotel.com,+56226167600,Ismael Hotel,https://www.ismaelhotel.com/,Santiago,CL,Ismael Valdés Vergara 312,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/766744737
Ismael Hotel,info@ismaelhotel.com,+56226167600,Ismael Hotel,https://www.ismaelhotel.com/,Santiago,CL,Ismael Valdés Vergara 312,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/766744737
Chalet Providencia Costanera,,,Chalet Providencia Costanera,,Providencia,CL,La Herradura 2751,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/855685637
Hotel He Wang,,,Hotel He Wang,,Santiago,CL,Libertad 22,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/949416063
Hotel Sierra Bella,,+56 9 8486 61 74,Hotel Sierra Bella,,Santiago,CL,Sierra Bella 1191,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/973005617
Hostal Providencia,,,Hostal Providencia,https://www.hostalprovidencia.com,Providencia,CL,Ernesto Prado Tagle 85,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/986753821
Hotel Diego de Almagro Express,,,Hotel Diego de Almagro Express,,Providencia,CL,Almirante Pastene 120,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/1114741909
Debaines Hotel,,,Debaines Hotel,,Santiago,CL,Agustinas 720,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/1148813522
Hotel Las Majadas,,,Hotel Las Majadas,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/1170949672
Hotel Voilà Londres,,,Hotel Voilà Londres,,Santiago,CL,Londres 61,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/1173973850
Hotel Cabernet,,,Hotel Cabernet,,Providencia,CL,Pío Nono 193,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/1215386583
Hotel One Manquehue,,,Hotel One Manquehue,,Las Condes,CL,Avenida Manquehue 321,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/1234414885
Eco Hostal Tambo Verde,hola@hostal-tamboverde.com,+56-2-2316 0128,Eco Hostal Tambo Verde,http://www.hostal-tamboverde.com/,Santiago,CL,Capellán Abarzúa 131,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/1237451623
Maison Italia 1029,reservas@maison-italia.com,,Maison Italia 1029,https://maisonitalia1029.com/,Providencia,CL,Avenida Italia 1029,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/1273575589
Maison Italia 1029,contacto@maison-italia.com,,Maison Italia 1029,https://maisonitalia1029.com/,Providencia,CL,Avenida Italia 1029,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/1273575589
Albergue Municipal de Las Condes,,,Albergue Municipal de Las Condes,,Santiago,CL,Santa Zita,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/1293960600
Sheraton San Cristobal,,,Sheraton San Cristobal,,Santiago,CL,Los Conquistadores 1742,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/1461933151
Los Gatitos,,,Los Gatitos,,Macul,CL,Avenida Macul 4849,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/1503597252
